Project,Bug_ID,Target_Class,Budget_Sec,Line_Cov_Mean_%,Line_Cov_SD_%,Branch_Cov_Mean_%,Branch_Cov_SD_%,Mutation_Score_Mean_%,Mutation_Score_SD_%,Avg_Duration_Sec,Best_Seed
JxPath,4,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,30,71.03,1.9,71.03,1.9,0.0,0.0,69.54,102
JxPath,16,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,60,78.7,1.61,78.7,1.61,0.0,0.0,100.96,101
JxPath,4,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,60,77.1,0.68,77.1,0.68,0.0,0.0,92.88,103
JxPath,16,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,120,82.29,2.51,82.29,2.51,0.0,0.0,161.54,103
JxPath,4,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,120,80.42,1.67,80.42,1.67,0.0,0.0,165.3,101
JxPath,16,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,30,77.71,0.94,77.71,0.94,0.0,0.0,68.16,101
JxPath,5,org.apache.commons.jxpath.ri.model.NodePointer,30,80.33,1.09,80.33,1.09,0.0,0.0,53.72,102
JxPath,5,org.apache.commons.jxpath.ri.model.NodePointer,60,80.94,1.34,80.94,1.34,0.0,0.0,85.4,102
JxPath,16,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,60,78.7,1.61,78.7,1.61,0.0,0.0,109.7,101
JxPath,5,org.apache.commons.jxpath.ri.model.NodePointer,120,82.67,0.16,82.67,0.16,0.0,0.0,144.26,102
JxPath,16,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,120,82.29,2.51,82.29,2.51,0.0,0.0,153.92,103
JxPath,6,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,30,90.04,2.13,90.04,2.13,0.0,0.0,45.76,101
JxPath,17,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,30,74.85,20.35,74.85,20.35,0.0,0.0,44.92,101
JxPath,6,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,60,90.04,3.57,90.04,3.57,0.0,0.0,75.54,102
JxPath,17,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,60,87.02,3.22,87.02,3.22,0.0,0.0,74.0,103
JxPath,6,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,120,90.2,3.92,90.2,3.92,0.0,0.0,135.45,102
JxPath,17,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,120,93.69,2.62,93.69,2.62,0.0,0.0,135.07,103
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThan,30,91.67,0.0,91.67,0.0,0.0,0.0,41.52,101
JxPath,17,org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,30,74.85,20.35,74.85,20.35,0.0,0.0,42.53,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThan,60,91.67,0.0,91.67,0.0,0.0,0.0,69.68,101
JxPath,17,org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,60,87.02,3.22,87.02,3.22,0.0,0.0,70.85,103
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThan,120,91.67,0.0,91.67,0.0,0.0,0.0,130.1,101
JxPath,17,org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,120,93.69,2.62,93.69,2.62,0.0,0.0,132.22,103
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThanOrEqual,30,91.67,0.0,91.67,0.0,0.0,0.0,40.39,101
JxPath,18,org.apache.commons.jxpath.ri.axes.AttributeContext,30,93.78,5.39,93.78,5.39,0.0,0.0,41.97,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThanOrEqual,60,91.67,0.0,91.67,0.0,0.0,0.0,71.53,101
JxPath,18,org.apache.commons.jxpath.ri.axes.AttributeContext,60,100.0,0.0,100.0,0.0,0.0,0.0,72.4,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThanOrEqual,120,91.67,0.0,91.67,0.0,0.0,0.0,130.6,101
JxPath,18,org.apache.commons.jxpath.ri.axes.AttributeContext,120,96.89,5.39,96.89,5.39,0.0,0.0,131.22,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationLessThan,30,91.67,0.0,91.67,0.0,0.0,0.0,40.39,101
JxPath,19,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,30,76.44,0.73,76.44,0.73,0.0,0.0,71.0,102
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationLessThan,60,91.67,0.0,91.67,0.0,0.0,0.0,69.43,101
JxPath,19,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,60,79.55,1.04,79.55,1.04,0.0,0.0,100.19,103
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationLessThan,120,91.67,0.0,91.67,0.0,0.0,0.0,130.01,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationLessThanOrEqual,30,91.67,0.0,91.67,0.0,0.0,0.0,40.06,101
JxPath,19,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,120,81.08,1.38,81.08,1.38,0.0,0.0,150.01,102
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationLessThanOrEqual,60,91.67,0.0,91.67,0.0,0.0,0.0,70.26,101
JxPath,19,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,30,76.44,0.73,76.44,0.73,0.0,0.0,63.39,102
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationLessThanOrEqual,120,91.67,0.0,91.67,0.0,0.0,0.0,130.06,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,30,91.67,0.0,91.67,0.0,0.0,0.0,19.19,101
JxPath,19,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,60,79.55,1.04,79.55,1.04,0.0,0.0,92.47,103
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,60,91.67,0.0,91.67,0.0,0.0,0.0,29.6,101
JxPath,7,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,120,91.67,0.0,91.67,0.0,0.0,0.0,48.63,101
JxPath,8,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,30,64.33,14.82,64.33,14.82,0.0,0.0,41.27,101
JxPath,19,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,120,81.08,1.38,81.08,1.38,0.0,0.0,154.49,102
JxPath,8,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,60,71.99,6.26,71.99,6.26,0.0,0.0,71.02,102
JxPath,20,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,30,76.76,2.15,76.76,2.15,0.0,0.0,43.89,102
JxPath,20,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,60,83.28,12.51,83.28,12.51,0.0,0.0,71.83,102
JxPath,8,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,120,75.6,0.0,75.6,0.0,0.0,0.0,130.9,101
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,30,90.23,1.76,90.23,1.76,0.0,0.0,46.58,102
JxPath,20,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,120,79.2,4.38,79.2,4.38,0.0,0.0,132.12,101
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,60,91.61,0.77,91.61,0.77,0.0,0.0,76.4,101
JxPath,21,org.apache.commons.jxpath.ri.model.beans.PropertyPointer,30,67.87,2.34,67.87,2.34,0.0,0.0,47.15,103
JxPath,21,org.apache.commons.jxpath.ri.model.beans.PropertyPointer,60,70.29,2.01,70.29,2.01,0.0,0.0,73.68,103
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,120,91.61,0.0,91.61,0.0,0.0,0.0,133.62,101
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationEqual,30,90.23,1.76,90.23,1.76,0.0,0.0,38.51,102
JxPath,21,org.apache.commons.jxpath.ri.model.beans.PropertyPointer,120,70.85,1.58,70.85,1.58,0.0,0.0,133.14,101
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationEqual,60,91.61,0.77,91.61,0.77,0.0,0.0,67.9,101
JxPath,22,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,30,75.25,4.99,75.25,4.99,0.0,0.0,67.03,102
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationEqual,120,91.61,0.0,91.61,0.0,0.0,0.0,128.04,101
JxPath,22,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,60,78.56,2.28,78.56,2.28,0.0,0.0,91.94,102
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationNotEqual,30,90.23,1.76,90.23,1.76,0.0,0.0,27.71,102
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationNotEqual,60,91.61,0.77,91.61,0.77,0.0,0.0,47.54,101
JxPath,22,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,120,81.95,0.88,81.95,0.88,0.0,0.0,154.57,102
JxPath,9,org.apache.commons.jxpath.ri.compiler.CoreOperationNotEqual,120,91.61,0.0,91.61,0.0,0.0,0.0,87.58,101
JxPath,10,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,30,71.05,17.28,71.05,17.28,0.0,0.0,39.45,103
JxPath,10,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,60,78.0,0.0,78.0,0.0,0.0,0.0,68.86,101
JxPath,10,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,120,87.78,8.81,87.78,8.81,0.0,0.0,129.32,103
JxPath,11,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,30,78.64,12.27,78.64,12.27,0.0,0.0,41.14,101
JxPath,11,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,60,90.15,1.34,90.15,1.34,0.0,0.0,70.8,102
JxPath,11,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,120,94.35,2.45,94.35,2.45,0.0,0.0,131.47,102
JxPath,11,org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,30,78.64,12.27,78.64,12.27,0.0,0.0,38.67,101
JxPath,11,org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,60,90.15,1.34,90.15,1.34,0.0,0.0,69.79,102
JxPath,11,org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,120,94.35,2.45,94.35,2.45,0.0,0.0,129.45,102
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,30,53.94,1.9,53.94,1.9,0.0,0.0,85.27,101
Chart,14,org.jfree.chart.plot.CategoryPlot,30,71.19,4.44,71.19,4.44,0.0,0.0,100.18,102
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,60,54.81,1.67,54.81,1.67,0.0,0.0,115.12,103
Chart,14,org.jfree.chart.plot.CategoryPlot,60,77.6,0.9,77.6,0.9,0.0,0.0,158.44,101
Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,120,58.83,2.05,58.83,2.05,0.0,0.0,169.43,101
Chart,2,org.jfree.data.general.DatasetUtilities,30,81.46,0.74,81.46,0.74,0.0,0.0,56.29,103
Chart,14,org.jfree.chart.plot.CategoryPlot,120,81.2,2.07,81.2,2.07,0.0,0.0,167.58,102
Chart,2,org.jfree.data.general.DatasetUtilities,60,83.25,0.81,83.25,0.81,0.0,0.0,96.61,101
Chart,14,org.jfree.chart.plot.XYPlot,30,71.19,4.44,71.19,4.44,0.0,0.0,103.4,102
Chart,14,org.jfree.chart.plot.XYPlot,60,77.6,0.9,77.6,0.9,0.0,0.0,104.3,101
Chart,2,org.jfree.data.general.DatasetUtilities,120,88.98,1.57,88.98,1.57,0.0,0.0,157.48,101
Chart,3,org.jfree.data.time.TimeSeries,30,88.62,0.55,88.62,0.55,0.0,0.0,59.93,103
Chart,3,org.jfree.data.time.TimeSeries,60,91.83,1.87,91.83,1.87,0.0,0.0,86.91,101
Chart,14,org.jfree.chart.plot.XYPlot,120,81.2,2.07,81.2,2.07,0.0,0.0,218.33,102
Chart,15,org.jfree.chart.plot.PiePlot,30,61.68,6.94,61.68,6.94,0.0,0.0,102.59,102
Chart,3,org.jfree.data.time.TimeSeries,120,96.61,1.04,96.61,1.04,0.0,0.0,141.87,103
Chart,4,org.jfree.chart.plot.XYPlot,30,54.81,7.14,54.81,7.14,0.0,0.0,105.83,102
Chart,15,org.jfree.chart.plot.PiePlot,60,65.13,6.53,65.13,6.53,0.0,0.0,134.48,103
Chart,4,org.jfree.chart.plot.XYPlot,60,61.94,2.25,61.94,2.25,0.0,0.0,166.03,101
Chart,15,org.jfree.chart.plot.PiePlot,120,68.54,7.54,68.54,7.54,0.0,0.0,199.76,103
Chart,16,org.jfree.data.category.DefaultIntervalCategoryDataset,30,94.74,1.67,94.74,1.67,0.0,0.0,57.99,102
Chart,4,org.jfree.chart.plot.XYPlot,120,69.13,1.28,69.13,1.28,0.0,0.0,132.86,101
Chart,5,org.jfree.data.xy.XYSeries,30,98.58,0.45,98.58,0.45,0.0,0.0,51.25,102
Chart,16,org.jfree.data.category.DefaultIntervalCategoryDataset,60,95.2,2.06,95.2,2.06,0.0,0.0,87.04,102
Chart,5,org.jfree.data.xy.XYSeries,60,98.32,0.9,98.32,0.9,0.0,0.0,72.79,102
Chart,16,org.jfree.data.category.DefaultIntervalCategoryDataset,120,97.9,0.36,97.9,0.36,0.0,0.0,145.57,101
Chart,17,org.jfree.data.time.TimeSeries,30,91.49,0.54,91.49,0.54,0.0,0.0,48.45,101
Chart,5,org.jfree.data.xy.XYSeries,120,98.84,0.0,98.84,0.0,0.0,0.0,133.51,101
Chart,6,org.jfree.chart.util.ShapeList,30,47.16,0.0,47.16,0.0,0.0,0.0,45.43,101
Chart,17,org.jfree.data.time.TimeSeries,60,93.33,1.42,93.33,1.42,0.0,0.0,87.25,103
Chart,6,org.jfree.chart.util.ShapeList,60,47.16,0.0,47.16,0.0,0.0,0.0,69.39,101
Chart,17,org.jfree.data.time.TimeSeries,120,93.89,1.17,93.89,1.17,0.0,0.0,142.01,101
Chart,6,org.jfree.chart.util.ShapeList,120,47.16,0.0,47.16,0.0,0.0,0.0,128.25,101
Chart,18,org.jfree.data.DefaultKeyedValues,30,98.0,0.0,98.0,0.0,0.0,0.0,45.55,101
Chart,7,org.jfree.data.time.TimePeriodValues,30,98.05,2.29,98.05,2.29,0.0,0.0,52.32,101
Chart,18,org.jfree.data.DefaultKeyedValues,60,98.4,0.7,98.4,0.7,0.0,0.0,74.78,103
Chart,7,org.jfree.data.time.TimePeriodValues,60,99.37,0.0,99.37,0.0,0.0,0.0,80.32,101
Chart,18,org.jfree.data.DefaultKeyedValues,120,99.21,0.0,99.21,0.0,0.0,0.0,132.56,101
Chart,7,org.jfree.data.time.TimePeriodValues,120,99.37,0.0,99.37,0.0,0.0,0.0,138.48,101
Chart,18,org.jfree.data.DefaultKeyedValues2D,30,98.0,0.0,98.0,0.0,0.0,0.0,40.97,101
Chart,8,org.jfree.data.time.Week,30,89.06,0.53,89.06,0.53,0.0,0.0,59.35,103
Chart,18,org.jfree.data.DefaultKeyedValues2D,60,98.4,0.7,98.4,0.7,0.0,0.0,73.09,103
Chart,8,org.jfree.data.time.Week,60,89.97,0.53,89.97,0.53,0.0,0.0,84.89,101
Chart,18,org.jfree.data.DefaultKeyedValues2D,120,99.21,0.0,99.21,0.0,0.0,0.0,133.78,101
Chart,8,org.jfree.data.time.Week,120,89.97,0.53,89.97,0.53,0.0,0.0,144.62,101
Chart,19,org.jfree.chart.plot.CategoryPlot,30,69.96,8.14,69.96,8.14,0.0,0.0,102.55,102
Chart,9,org.jfree.data.time.TimeSeries,30,93.22,1.43,93.22,1.43,0.0,0.0,56.64,101
Chart,9,org.jfree.data.time.TimeSeries,60,94.17,1.67,94.17,1.67,0.0,0.0,84.42,102
Chart,19,org.jfree.chart.plot.CategoryPlot,60,74.74,3.53,74.74,3.53,0.0,0.0,130.57,101
Chart,9,org.jfree.data.time.TimeSeries,120,93.61,2.06,93.61,2.06,0.0,0.0,142.09,102
Chart,10,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,30,100.0,0.0,100.0,0.0,0.0,0.0,10.49,101
Chart,10,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,60,100.0,0.0,100.0,0.0,0.0,0.0,5.87,101
Chart,10,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,120,100.0,0.0,100.0,0.0,0.0,0.0,6.03,101
Chart,19,org.jfree.chart.plot.CategoryPlot,120,79.25,0.75,79.25,0.75,0.0,0.0,189.25,102
Chart,11,org.jfree.chart.util.ShapeUtilities,30,92.96,3.42,92.96,3.42,0.0,0.0,53.69,102
Chart,20,org.jfree.chart.plot.ValueMarker,30,93.88,0.0,93.88,0.0,0.0,0.0,49.63,101
Chart,11,org.jfree.chart.util.ShapeUtilities,60,96.44,0.0,96.44,0.0,0.0,0.0,84.41,101
Chart,20,org.jfree.chart.plot.ValueMarker,60,93.88,0.0,93.88,0.0,0.0,0.0,78.51,101
Chart,11,org.jfree.chart.util.ShapeUtilities,120,96.44,0.0,96.44,0.0,0.0,0.0,138.17,101
Chart,20,org.jfree.chart.plot.ValueMarker,120,93.88,0.0,93.88,0.0,0.0,0.0,146.6,101
Chart,12,org.jfree.chart.plot.MultiplePiePlot,30,81.94,15.22,81.94,15.22,0.0,0.0,58.13,103
Chart,21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,30,80.6,3.95,80.6,3.95,0.0,0.0,57.9,102
Chart,12,org.jfree.chart.plot.MultiplePiePlot,60,78.8,13.16,78.8,13.16,0.0,0.0,91.34,102
Chart,21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,60,88.41,5.91,88.41,5.91,0.0,0.0,84.35,102
Chart,12,org.jfree.chart.plot.MultiplePiePlot,120,83.25,17.27,83.25,17.27,0.0,0.0,149.6,102
Chart,21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,120,98.29,1.96,98.29,1.96,0.0,0.0,139.52,102
Chart,13,org.jfree.chart.block.BorderArrangement,30,90.45,9.87,90.45,9.87,0.0,0.0,49.32,101
Chart,22,org.jfree.data.KeyedObjects2D,30,94.22,1.1,94.22,1.1,0.0,0.0,44.21,103
Chart,13,org.jfree.chart.block.BorderArrangement,60,95.42,2.91,95.42,2.91,0.0,0.0,76.96,101
Chart,22,org.jfree.data.KeyedObjects2D,60,94.95,0.64,94.95,0.64,0.0,0.0,71.75,101
Chart,13,org.jfree.chart.block.BorderArrangement,120,96.52,1.07,96.52,1.07,0.0,0.0,137.29,101
Chart,22,org.jfree.data.KeyedObjects2D,120,94.95,0.64,94.95,0.64,0.0,0.0,132.2,101
Chart,23,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,30,43.85,9.53,43.85,9.53,0.0,0.0,56.94,102
Chart,23,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,60,40.5,0.54,40.5,0.54,0.0,0.0,84.5,102
Chart,23,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,120,41.0,1.96,41.0,1.96,0.0,0.0,141.97,102
Chart,24,org.jfree.chart.renderer.GrayPaintScale,30,100.0,0.0,100.0,0.0,0.0,0.0,41.79,101
Chart,24,org.jfree.chart.renderer.GrayPaintScale,60,100.0,0.0,100.0,0.0,0.0,0.0,68.22,101
Chart,24,org.jfree.chart.renderer.GrayPaintScale,120,100.0,0.0,100.0,0.0,0.0,0.0,128.21,101
Chart,25,org.jfree.chart.renderer.category.StatisticalBarRenderer,30,23.32,0.0,23.32,0.0,0.0,0.0,53.98,101
Chart,25,org.jfree.chart.renderer.category.StatisticalBarRenderer,60,23.04,0.49,23.04,0.49,0.0,0.0,78.76,101
Chart,25,org.jfree.chart.renderer.category.StatisticalBarRenderer,120,23.32,0.0,23.32,0.0,0.0,0.0,137.79,101
Chart,26,org.jfree.chart.axis.Axis,30,75.11,4.6,75.11,4.6,0.0,0.0,64.75,103
Chart,26,org.jfree.chart.axis.Axis,60,84.12,1.65,84.12,1.65,0.0,0.0,107.97,103
Chart,26,org.jfree.chart.axis.Axis,120,85.76,5.16,85.76,5.16,0.0,0.0,167.25,102
JacksonCore,1,com.fasterxml.jackson.core.io.NumberInput,30,93.55,2.26,93.55,2.26,0.0,0.0,46.01,102
JacksonCore,1,com.fasterxml.jackson.core.io.NumberInput,60,95.69,0.95,95.69,0.95,0.0,0.0,76.69,103
JacksonCore,1,com.fasterxml.jackson.core.io.NumberInput,120,97.2,0.42,97.2,0.42,0.0,0.0,136.63,102
JacksonCore,15,com.fasterxml.jackson.core.filter.FilteringParserDelegate,30,40.24,10.26,40.24,10.26,0.0,0.0,58.94,101
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer,30,93.55,2.26,93.55,2.26,0.0,0.0,51.75,102
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer,60,95.69,0.95,95.69,0.95,0.0,0.0,84.65,103
JacksonCore,15,com.fasterxml.jackson.core.filter.FilteringParserDelegate,60,50.12,7.86,50.12,7.86,0.0,0.0,91.83,102
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer,120,97.2,0.42,97.2,0.42,0.0,0.0,144.29,102
JacksonCore,15,com.fasterxml.jackson.core.filter.FilteringParserDelegate,120,53.13,11.29,53.13,11.29,0.0,0.0,150.52,103
JacksonCore,16,com.fasterxml.jackson.core.util.JsonParserSequence,30,97.22,1.21,97.22,1.21,0.0,0.0,44.16,102
JacksonCore,2,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,30,49.09,2.37,49.09,2.37,0.0,0.0,66.37,101
JacksonCore,16,com.fasterxml.jackson.core.util.JsonParserSequence,60,97.22,1.21,97.22,1.21,0.0,0.0,71.58,101
JacksonCore,2,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,60,56.7,1.63,56.7,1.63,0.0,0.0,96.51,101
JacksonCore,16,com.fasterxml.jackson.core.util.JsonParserSequence,120,99.31,1.2,99.31,1.2,0.0,0.0,132.52,101
JacksonCore,2,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,120,59.93,1.61,59.93,1.61,0.0,0.0,162.15,101
JacksonCore,17,com.fasterxml.jackson.core.json.UTF8JsonGenerator,30,44.36,11.86,44.36,11.86,0.0,0.0,110.94,101
JacksonCore,2,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,30,49.09,2.37,49.09,2.37,0.0,0.0,68.87,101
JacksonCore,2,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,60,56.7,1.63,56.7,1.63,0.0,0.0,83.34,101
JacksonCore,17,com.fasterxml.jackson.core.json.UTF8JsonGenerator,60,60.94,4.28,60.94,4.28,0.0,0.0,128.15,103
JacksonCore,2,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,120,59.93,1.61,59.93,1.61,0.0,0.0,158.2,101
JacksonCore,3,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,30,14.33,1.23,14.33,1.23,0.0,0.0,50.14,103
JacksonCore,18,com.fasterxml.jackson.core.base.GeneratorBase,30,73.91,1.75,73.91,1.75,0.0,0.0,49.84,102
JacksonCore,18,com.fasterxml.jackson.core.base.GeneratorBase,60,65.85,17.66,65.85,17.66,0.0,0.0,73.75,102
JacksonCore,3,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,60,13.51,0.84,13.51,0.84,0.0,0.0,137.16,103
JacksonCore,3,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,120,21.19,6.41,21.19,6.41,0.0,0.0,186.24,103
JacksonCore,4,com.fasterxml.jackson.core.util.TextBuffer,30,96.59,1.23,96.59,1.23,0.0,0.0,53.27,102
JacksonCore,18,com.fasterxml.jackson.core.json.UTF8JsonGenerator,30,73.91,1.75,73.91,1.75,0.0,0.0,119.03,102
JacksonCore,18,com.fasterxml.jackson.core.json.UTF8JsonGenerator,60,65.85,17.66,65.85,17.66,0.0,0.0,68.52,102
JacksonCore,4,com.fasterxml.jackson.core.util.TextBuffer,60,98.62,0.74,98.62,0.74,0.0,0.0,89.38,103
JacksonCore,4,com.fasterxml.jackson.core.util.TextBuffer,120,98.07,0.64,98.07,0.64,0.0,0.0,141.53,103
JacksonCore,18,com.fasterxml.jackson.core.json.UTF8JsonGenerator,120,74.25,7.46,74.25,7.46,0.0,0.0,159.8,101
JacksonCore,5,com.fasterxml.jackson.core.JsonPointer,30,94.02,0.0,94.02,0.0,0.0,0.0,44.29,101
JacksonCore,18,com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,30,73.91,1.75,73.91,1.75,0.0,0.0,73.89,102
JacksonCore,5,com.fasterxml.jackson.core.JsonPointer,60,94.02,0.0,94.02,0.0,0.0,0.0,71.87,101
JacksonCore,18,com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,60,65.85,17.66,65.85,17.66,0.0,0.0,138.85,102
JacksonCore,5,com.fasterxml.jackson.core.JsonPointer,120,94.9,0.76,94.9,0.76,0.0,0.0,135.11,101
JacksonCore,6,com.fasterxml.jackson.core.JsonPointer,30,94.02,0.0,94.02,0.0,0.0,0.0,43.62,101
JacksonCore,6,com.fasterxml.jackson.core.JsonPointer,60,95.34,0.0,95.34,0.0,0.0,0.0,71.64,101
JacksonCore,18,com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,120,74.25,7.46,74.25,7.46,0.0,0.0,160.69,101
JacksonCore,19,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,30,39.75,2.8,39.75,2.8,0.0,0.0,89.65,102
JacksonCore,6,com.fasterxml.jackson.core.JsonPointer,120,95.34,0.0,95.34,0.0,0.0,0.0,132.04,101
JacksonCore,7,com.fasterxml.jackson.core.json.JsonWriteContext,30,99.21,0.69,99.21,0.69,0.0,0.0,44.43,102
JacksonCore,19,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,60,45.17,0.54,45.17,0.54,0.0,0.0,105.7,103
JacksonCore,7,com.fasterxml.jackson.core.json.JsonWriteContext,60,100.0,0.0,100.0,0.0,0.0,0.0,74.07,101
JacksonCore,19,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,120,52.6,3.22,52.6,3.22,0.0,0.0,150.56,101
JacksonCore,7,com.fasterxml.jackson.core.json.JsonWriteContext,120,100.0,0.0,100.0,0.0,0.0,0.0,133.55,101
JacksonCore,8,com.fasterxml.jackson.core.util.TextBuffer,30,97.1,0.47,97.1,0.47,0.0,0.0,54.73,101
JacksonCore,19,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,30,39.75,2.8,39.75,2.8,0.0,0.0,103.31,102
JacksonCore,19,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,60,45.17,0.54,45.17,0.54,0.0,0.0,114.0,103
JacksonCore,8,com.fasterxml.jackson.core.util.TextBuffer,120,98.54,0.41,98.54,0.41,0.0,0.0,139.59,102
JacksonCore,9,com.fasterxml.jackson.core.base.ParserMinimalBase,30,33.93,8.37,33.93,8.37,0.0,0.0,47.89,102
JacksonCore,19,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,120,52.6,3.22,52.6,3.22,0.0,0.0,181.13,101
JacksonCore,20,com.fasterxml.jackson.core.JsonGenerator,30,49.44,2.61,49.44,2.61,0.0,0.0,54.22,103
JacksonCore,9,com.fasterxml.jackson.core.base.ParserMinimalBase,60,31.03,1.4,31.03,1.4,0.0,0.0,78.43,102
JacksonCore,20,com.fasterxml.jackson.core.JsonGenerator,60,55.09,2.44,55.09,2.44,0.0,0.0,84.03,102
